"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","lagrangian","classical_lagrangian","timestamp"
2635,-0.21316169294903953,5.712540862190785,0.15,0.1,0.0,0.13308283853060224,0.504705050374158,3.5688036335019535,0.001095632644857247,0.1,0.9999999999999992,0.21983463923806695,0.24835719561192499,-0.004704772614443921,0.005515241755471779,"2025-07-24T10:15:20.868226Z"
2636,-0.22406835146409565,5.36846211347132,0.15,0.1,0.0,0.11198732370231405,0.5039592677761493,3.563530151685069,9.322617941644183E-4,0.1,0.9999999999999986,0.21905961754677084,0.24835719561192499,-0.003959102268220263,0.0053829354542641395,"2025-07-24T10:15:20.968247Z"
2637,-0.2349016373653814,5.06066675769339,0.15,0.1,0.0,0.09094714473582706,0.5032154238956847,3.558270378680763,7.699665154443432E-4,0.1,0.9999999999999974,0.21818459892244604,0.24835719561192499,-0.0032153352439926843,0.005247242904534276,"2025-07-24T10:15:21.068208Z"
2638,-0.24566007730072503,4.783620102269504,0.15,0.1,0.0,0.06996543931153872,0.5024736330814767,3.5530251230569325,6.088421582451936E-4,0.1,0.9999999999999926,0.2172099655496276,0.24835719561192499,-0.0024735927191030364,0.005108276664351618,"2025-07-24T10:15:21.168230Z"
2639,-0.25634221481962793,4.5328583616101685,0.15,0.1,0.0,0.049045326292996676,0.5017340089706305,3.547795188349645,4.489826967023824E-4,0.1,0.9999999999999758,0.21613608750518085,0.24835719561192499,-0.0017339950671414982,0.004966150623778039,"2025-07-24T10:15:21.268246Z"
2640,-0.26694661057563607,4.304741582262985,0.15,0.1,0.0,0.028189905251484626,0.5009966644672101,3.5425813729115836,2.904806724530112E-4,0.1,0.9999999999998895,0.21496332245527677,0.24835719561192499,-9.966618271366756E-4,0.0048209799224016876,"2025-07-24T10:15:21.368159Z"
2641,-0.2774718425253112,4.096271955522403,0.15,0.1,0.0,0.007402255994951991,0.500261711721086,3.5373844697624732,1.3342713898317757E-4,0.1,0.9999999999977046,0.2136920153004104,0.24835719561192499,-2.617116732848896E-4,0.0046728808665362186,"2025-07-24T10:15:21.468230Z"
2642,-0.28791650612377495,3.9049581817104175,0.15,0.1,0.0,0.013314561898733285,0.4995292621070706,3.532205266441546,-2.2088392553412454E-5,0.1,-0.9999999999990329,0.21232249776749346,0.24835719561192499,4.7073761476196176E-4,0.00452197084614531,"2025-07-24T10:15:21.568226Z"
2643,-0.29827921451679607,3.7287128201035675,0.15,0.1,0.0,0.033957509543772996,0.49879942620435,3.527044544862103,-1.7597800600889266E-4,0.1,-0.9999999999998052,0.21085508794762317,0.24835719561192499,0.001200569181031429,0.004368368251545997,"2025-07-24T10:15:21.668212Z"
2644,-0.3085585987293954,3.5657736302040672,0.15,0.1,0.0,0.054523569204333065,0.4980723137762199,3.5219030811682273,-3.281554313719105E-4,0.1,-0.9999999999999037,0.20929008977932873,0.24835719561192499,0.0019276671217707045,0.004212192389951026,"2025-07-24T10:15:21.768219Z"
2645,-0.3187533078509418,3.414642607827413,0.15,0.1,0.0,0.07500974474739276,0.49734803375013237,3.516781645593688,-4.7853609432254684E-4,0.1,-0.9999999999999368,0.20762779247547564,0.24835719561192499,0.0026519165133751603,0.004053563401905508,"2025-07-24T10:15:21.868253Z"
2646,-0.3288620092167137,3.27403823982742,0.15,0.1,0.0,0.09541306209111573,0.4966266941980602,3.5116810023231007,-6.270371641803644E-4,0.1,-0.9999999999999525,0.20586846989219781,0.24835719561192499,0.0033732034396892407,0.0038926021776748377,"2025-07-24T10:15:21.968218Z"
2647,-0.33888338858590017,3.142857750223688,0.15,0.1,0.0,0.11573056964840842,0.49590840231718514,3.506601909355369,-7.735776002163599E-4,0.1,-0.9999999999999615,0.20401237983849818,0.24835719561192499,0.004091415018664666,0.0037294302736388465,"2025-07-24T10:15:22.068259Z"
2648,-0.34881615031601776,3.0201469806138532,0.15,0.1,0.0,0.13595933876565183,0.49519326441091727,3.501545118369474,-9.180781963015052E-4,0.1,-0.999999999999967,0.20205976332489273,0.24835719561192499,0.004806439428361758,0.003564169828749953,"2025-07-24T10:15:22.168248Z"
2649,-0.35865901753372087,2.9050761625508565,0.15,0.1,0.0,0.15609646415653802,0.4944813858702505,3.496511374592633,-0.0010604616238664869,0.1,-0.9999999999999711,0.2000108437481719,0.24835719561192499,0.005518165932280655,0.0033969434811113725,"2025-07-24T10:15:22.268210Z"
2650,-0.36841073230197974,2.7969202796585413,0.15,0.1,0.0,0.1761390643309444,0.4937728711554599,3.491501416670886,-0.0012006524731491765,0.1,-0.9999999999999737,0.19786582601058883,0.24835719561192499,0.006226484904010075,0.003227874284726994,"2025-07-24T10:15:22.368250Z"
2651,-0.3780700557836053,2.6950430361240096,0.15,0.1,0.0,0.1960842820187814,0.4930678237781464,3.486515976542128,-0.0013385772927083336,0.1,-0.9999999999999757,0.1956248955704195,0.24835719561192499,0.006931287851182249,0.003057085626481699,"2025-07-24T10:15:22.468214Z"
2652,-0.38763576840110014,2.598883681838732,0.15,0.1,0.0,0.21592928458874924,0.4923663462836334,3.481555779311636,-0.001474164627183958,0.1,-0.9999999999999774,0.1932882174213691,0.24835719561192499,0.007632467438723595,0.0028847011434059936,"2025-07-24T10:15:22.568205Z"
2653,-0.3971066699928132,2.5079461174487236,0.15,0.1,0.0,0.2356712644619411,0.4916685402337208,3.4766215431301206,-0.0016073450532866837,0.1,-0.9999999999999786,0.1908559349971343,0.24835719561192499,0.008329917511391553,0.0027108446402768467,"2025-07-24T10:15:22.668254Z"
2654,-0.40648157996537704,2.421789831918396,0.15,0.1,0.0,0.2553074395202299,0.4909745061897991,3.4717139790743263,-0.001738051214000546,0.1,-0.9999999999999799,0.18832816899772514,0.24835719561192499,0.009023533115589122,0.0025356400076084274,"2025-07-24T10:15:22.768253Z"
2655,-0.4157593374424099,2.340022322813342,0.15,0.1,0.0,0.2748350535093789,0.49028434369632984,3.4668337910302194,-0.001866217850985373,0.1,-0.9999999999999808,0.18570501613405277,0.24835719561192499,0.009713210520449388,0.002359211140088247,"2025-07-24T10:15:22.868210Z"
2656,-0.42493880140946294,2.262292723788742,0.15,0.1,0.0,0.2942513764368149,0.4895981512646936,3.461981675578775,-0.0019917818351670702,0.1,-0.9999999999999815,0.18298654778555967,0.24835719561192499,0.010398847238183436,0.002181681855509015,"2025-07-24T10:15:22.968225Z"
2657,-0.43401885085519454,2.1882864207657877,0.15,0.1,0.0,0.31355370496400564,0.4889160263574107,3.457158321884402,-0.0021146821955058456,0.1,-0.9999999999999821,0.1801728085671713,0.24835719561192499,0.011080342043685906,0.002003175814247819,"2025-07-24T10:15:23.068252Z"
2658,-0.4429983849087523,2.1177204823434503,0.15,0.1,0.0,0.3327393627933836,0.4882380653727365,3.452364411586015,-0.002234860145934498,0.1,-0.9999999999999826,0.17726381479961334,0.24835719561192499,0.011757594993393402,0.001823816439342857,"2025-07-24T10:15:23.168229Z"
2659,-0.45187632297334923,2.0503397643083128,0.15,0.1,0.0,0.35180570104975895,0.4875643636296349,3.44760061869078,-0.0023522591104606907,0.1,-0.999999999999983,0.1742595528782635,0.24835719561192499,0.012430507443391903,0.0016437268372218997,"2025-07-24T10:15:23.268232Z"
2660,-0.460651604856014,1.9859135750059196,0.15,0.1,0.0,0.3707500986561655,0.4868950153531312,3.442867609470545,-0.0024668247464289593,0.1,-0.9999999999999835,0.1711599775332078,0.24835719561192499,0.013098982066770262,0.0014630297191264648,"2025-07-24T10:15:23.368216Z"
2661,-0.4693231908935027,1.9242328095690173,0.15,0.1,0.0,0.3895699627040855,0.4862301136600474,3.438166042360972,-0.002578504965940268,0.1,-0.9999999999999842,0.16796500997515315,0.24835719561192499,0.013762922870217789,0.0012818473232858204,"2025-07-24T10:15:23.468251Z"
2662,-0.4778900620743568,1.8651074778500296,0.15,0.1,0.0,0.4082627288179997,0.48556975054512147,3.4334965678633873,-0.0026872499554284513,0.1,-0.9999999999999841,0.16467453591858566,0.24835719561192499,0.014422235209864832,0.0011003013378862972,"2025-07-24T10:15:23.568252Z"
2663,-0.48635122015709054,1.808364564364073,0.15,0.1,0.0,0.42682586151420815,0.4849140168675114,3.4288598284493443,-0.0027930121933949534,0.1,-0.9999999999999846,0.16128840347497472,0.24835719561192499,0.015076825806366143,9.185128248822482E-4,"2025-07-24T10:15:23.668256Z"
2664,-0.49470568778449875,1.753846169356528,0.15,0.1,0.0,0.44525685455387265,0.48426300233768516,3.424256458467933,-0.002895746466304909,0.1,-0.9999999999999847,0.15780642090642047,0.24835719561192499,0.015726602759227715,7.366021446993339E-4,"2025-07-24T10:15:23.768216Z"
2665,-0.5029525085940678,1.7014078888291533,0.15,0.1,0.0,0.4635532312902285,0.4836167955046987,3.419687084055811,-0.0029954098826493374,0.1,-0.999999999999985,0.15422835423115946,0.24835719561192499,0.016371475560378698,5.546888818700789E-4,"2025-07-24T10:15:23.868215Z"
2666,-0.5110907473244823,1.6509173984376926,0.15,0.1,0.0,0.4817125450099171,0.4829754837438605,3.415152323049984,-0.00309196188518011,0.1,-0.9999999999999851,0.15055392466930254,0.24835719561192499,0.01701135510699076,3.728917716531014E-4,"2025-07-24T10:15:23.968221Z"
2667,-0.5191194899182112,1.602253211937647,0.15,0.1,0.0,0.4997323792683901,0.4823391532447842,3.410652784903323,-0.003185364261325629,0.1,-0.9999999999999855,0.1467828059178407,0.24835719561192499,0.017646153713548163,1.9132862767219736E-4,"2025-07-24T10:15:24.068254Z"
2668,-0.5270378436201669,1.5553035895812533,0.15,0.1,0.0,0.5176103482193392,0.48170788899982864,3.4061890706028253,-0.003275581151797387,0.1,-0.9999999999999853,0.1429146212424981,0.24835719561192499,0.018275785123172676,1.0116270626081125E-5,"2025-07-24T10:15:24.168154Z"
2669,-0.5348449370724254,1.5099655757488122,0.15,0.1,0.0,0.5353440969381036,0.4810817747929248,3.401761772590608,-0.003362579057398497,0.1,-0.9999999999999856,0.13894894037194694,0.24835719561192499,0.018900164518208137,-1.706295418952013E-4,"2025-07-24T10:15:24.268225Z"
2670,-0.5425399204049974,1.466144148306827,0.15,0.1,0.0,0.552931301739013,0.48046089318879015,3.3973714746876387,-0.0034463268440474747,0.1,-0.9999999999999858,0.13488527618031262,0.24835719561192499,0.01951920853007039,-3.507941844438805E-4,"2025-07-24T10:15:24.368247Z"
2671,-0.5501219653226456,1.4237514648445466,0.15,0.1,0.0,0.5703696704866185,0.4798453255225267,3.3930187520201884,-0.0035267957460313796,0.1,-0.999999999999986,0.13072308113964998,0.24835719561192499,0.020132835248369008,-5.302642315558681E-4,"2025-07-24T10:15:24.468253Z"
2672,-0.557590265187735,1.3827061931518034,0.15,0.1,0.0,0.587656942900772,0.479235151889605,3.3887041709490062,-0.0036039593675047917,0.1,-0.9999999999999858,0.1264617435268958,0.24835719561192499,0.020740964229307986,-7.089275243666879E-4,"2025-07-24T10:15:24.568218Z"
2673,-0.5649440350991148,1.3429329151530223,0.15,0.1,0.0,0.6047908908555103,0.47863045113623054,3.3844282890011916,-0.0036777936822514263,0.1,-0.9999999999999863,0.12210058336227916,0.24835719561192499,0.02134351650337326,-8.866732359575314E-4,"2025-07-24T10:15:24.668235Z"
2674,-0.5721825119670204,1.3043615950593574,0.15,0.1,0.0,0.6217693186717056,0.4780313008500899,3.3801916548047735,-0.0037482770317276083,0.1,-0.9999999999999862,0.11763884805962524,0.24835719561192499,0.02194041458231567,-0.0010633919353998018,"2025-07-24T10:15:24.768248Z"
2675,-0.5793049545839931,1.266927103806909,0.15,0.1,0.0,0.6385900634034397,0.47743777735147735,3.3759948080259536,-0.003815390121407273,0.1,-0.9999999999999862,0.11307570776313691,0.24835719561192499,0.02253158246543862,-0.0012389756504591282,"2025-07-24T10:15:24.868232Z"
2676,-0.5863106436918123,1.230568792948312,0.15,0.1,0.0,0.6552509951180682,0.47684995568479766,3.3718382793090287,-0.003879116015450304,0.1,-0.9999999999999863,0.10841025034511868,0.24835719561192499,0.023116945645200362,-0.001413317928925142,"2025-07-24T10:15:24.968215Z"
2677,-0.5931988820444337,1.1952301120964504,0.15,0.1,0.0,0.6717500171699331,0.4762679096104427,3.3677225902189494,-0.003939440129716267,0.1,-0.9999999999999867,0.10364147603403218,0.24835719561192499,0.023696431112141345,-0.0015863138985348826,"2025-07-24T10:15:25.068251Z"
2678,-0.5999689944669327,1.1608582648111485,0.15,0.1,0.0,0.6880850664676926,0.47569171159704027,3.363648253186508,-0.003996350223147725,0.1,-0.9999999999999868,0.09876829164232476,0.24835719561192499,0.024269967359147854,-0.0017578603254549173,"2025-07-24T10:15:25.168212Z"
2679,-0.6066203279104483,1.1274038984922181,0.15,0.1,0.0,0.7042541137352288,0.4751214328140716,3.3596157714561383,-0.004049836387547709,0.1,-0.9999999999999867,0.09378950435706783,0.24835719561192499,0.024837484385063516,-0.0019278556712931084,"2025-07-24T10:15:25.268242Z"
2680,-0.613152251503126,1.094820824418535,0.15,0.1,0.0,0.7202551637661033,0.4745571431248535,3.3556256390362913,-0.00409989103577757,0.1,-0.9999999999999868,0.08870381505502375,0.24835719561192499,0.025398913697661035,-0.0020962001486087172,"2025-07-24T10:15:25.368255Z"
2681,-0.6195641565970594,1.0630657645651151,0.15,0.1,0.0,0.7360862556715273,0.47399891107988323,3.351678340652379,-0.004146508888401921,0.1,-0.9999999999999869,0.08350981109806427,0.24835719561192499,0.025954188315986698,-0.002262795774892576,"2025-07-24T10:15:25.468204Z"
2682,-0.6258554568112269,1.0320981222533074,0.15,0.1,0.0,0.7517454631218147,0.47344680391054267,3.3477743517022494,-0.004189686958808757,0.1,-0.9999999999999869,0.07820595856128429,0.24835719561192499,0.026503242772091137,-0.002427546424990204,"2025-07-24T10:15:25.568208Z"
2683,-0.6320255880704266,1.001879774054031,0.15,0.1,0.0,0.7672308945812882,0.47290088752315595,3.343914138214175,-0.00422942453683372,0.1,-0.9999999999999869,0.07279059384017653,0.24835719561192499,0.02704601311215972,-0.0025903578819397076,"2025-07-24T10:15:25.668144Z"
2684,-0.6380740086402086,0.9723748806772773,0.15,0.1,0.0,0.7825406935366113,0.472361226493399,3.3400981568073203,-0.004265723170917881,0.1,-0.9999999999999868,0.06726191457721165,0.24835719561192499,0.02758243689705695,-0.002751137886201514,"2025-07-24T10:15:25.768266Z"
2685,-0.6440001991578056,0.9435497148540387,0.15,0.1,0.0,0.7976730387185152,0.4718278840610567,3.3363268546546645,-0.004298586648830147,0.1,-0.999999999999987,0.06161796984338266,0.24835719561192499,0.028112453202299204,-0.002909796183254208,"2025-07-24T10:15:25.868205Z"
2686,-0.6498036626590651,0.9153725044516867,0.15,0.1,0.0,0.8126261443168995,0.47130092212512126,3.3326006694483485,-0.00432802097698488,0.1,-0.999999999999987,0.055856649498759986,0.24835719561192499,0.02863600261747075,-0.003066244569535229,"2025-07-24T10:15:25.968246Z"
2687,-0.6554839246013862,0.8878132892696396,0.15,0.1,0.0,0.8273982601892751,0.47078040123923004,3.3289200293674135,-0.004354034358387649,0.1,-0.9999999999999872,0.04997567265380639,0.24835719561192499,0.029153027245098214,-0.0032203969367028424,"2025-07-24T10:15:26.068209Z"
2688,-0.6610405328826621,0.8608437901389028,0.15,0.1,0.0,0.8419876720625321,0.47026638060743786,3.325285353047903,-0.004376637169240738,0.1,-0.999999999999987,0.043972575136297584,0.24835719561192499,0.029663470698999116,-0.003372169314202979,"2025-07-24T10:15:26.168232Z"
2689,-0.6664730578562359,0.8344372891069962,0.15,0.1,0.0,0.8563927017280037,0.4697589180803168,3.321697049555289,-0.004395841934242749,0.1,-0.9999999999999873,0.03784469586545281,0.24835719561192499,0.03016727810212015,-0.0035214799101175517,"2025-07-24T10:15:26.268235Z"
2690,-0.6717810923418723,0.8085685196236748,0.15,0.1,0.0,0.8706117072298106,0.4692580701513829,3.3181555183592013,-0.00441166330061532,0.1,-0.9999999999999872,0.03158916201619831,0.24835719561192499,0.030664396083881388,-0.003668249150280157,"2025-07-24T10:15:26.368256Z"
2691,-0.6769642516327508,0.7832135657633499,0.15,0.1,0.0,0.8846430830464596,0.4687638919538402,3.314661149310408,-0.004424118010891847,0.1,-0.9999999999999872,0.02520287284720193,0.24835719561192499,0.031154772777042563,-0.003812399715641799,"2025-07-24T10:15:26.468225Z"
2692,-0.6820221734984879,0.7583497696248649,0.15,0.1,0.0,0.898485260265682,0.4682764372576417,3.3112143226200303,-0.004433224874502712,0.1,-0.9999999999999873,0.018682482047841238,0.24835719561192499,0.03163835781410807,-0.003953856577870408,"2025-07-24T10:15:26.568255Z"
2693,-0.6869545181841962,0.733955646140498,0.15,0.1,0.0,0.9121367067524925,0.46779575846685845,3.30781540884094,-0.004439004738192557,0.1,-0.9999999999999877,0.012024378442883916,0.24835719561192499,0.03211510232328721,-0.004092547033172194,"2025-07-24T10:15:26.668217Z"
2694,-0.6917609684055827,0.7100108046075069,0.15,0.1,0.0,0.9255959273104499,0.467321906617354,3.3044647688513176,-0.004441480455304693,0.1,-0.9999999999999876,0.0052246648709390895,0.24835719561192499,0.032584958924026415,-0.004228400734322774,"2025-07-24T10:15:26.768233Z"
2695,-0.696441229340103,0.6864958763283194,0.15,0.1,0.0,0.9388614638361081,0.46685493137475853,3.3011627538403223,-0.00444067685396935,0.1,-0.9999999999999873,-0.00172086496679332,0.24835719561192499,0.033047881722130606,-0.0043613497208936204,"2025-07-24T10:15:26.868206Z"
2696,-0.7009950286141735,0.663392447806234,0.15,0.1,0.0,0.9519318954666389,0.46639488103273574,3.297909705295844,-0.004436620704231252,0.1,-0.9999999999999876,-0.00881675192385231,0.24835719561192499,0.03350382630449028,-0.0044913284476688345,"2025-07-24T10:15:26.968210Z"
2697,-0.705422116286454,0.6406829990020709,0.15,0.1,0.0,0.9648058387206176,0.46594180251154066,3.294705954994298,-0.004429340684153026,0.1,-0.9999999999999876,-0.016067899354450094,0.24835719561192499,0.03395274973343174,-0.004618273811240268,"2025-07-24T10:15:27.068219Z"
2698,-0.7097222648272121,0.6183508462055897,0.15,0.1,0.0,0.9774819476319558,0.4654957413568586,3.291551824992422,-0.004418867344931773,0.1,-0.9999999999999875,-0.023479603886867467,0.24835719561192499,0.034394610540707186,-0.004742125174774804,"2025-07-24T10:15:27.168230Z"
2699,-0.7138952690937779,0.5963800891195341,0.15,0.1,0.0,0.9899589138769752,0.46505674173892364,3.288447627621039,-0.004405233075064615,0.1,-0.9999999999999876,-0.031057589369423606,0.24835719561192499,0.03482936872114201,-0.004862824390949073,"2025-07-24T10:15:27.268250Z"
2700,-0.7179409463021034,0.5747555617945913,0.15,0.1,0.0,1.0022354668946079,0.46462484645190977,3.28539366548075,-0.0043884720636005806,0.1,-0.9999999999999875,-0.03880804437557083,0.24835719561192499,0.0352569857259562,-0.004980315823044828,"2025-07-24T10:15:27.368268Z"
2701,-0.721859135994438,0.5534627870871259,0.15,0.1,0.0,1.0143103739997197,0.46420009691358777,3.2823902314395133,-0.004368620262516051,0.1,-0.9999999999999876,-0.046737663713433686,0.24835719561192499,0.03567742445577681,-0.005094546364203806,"2025-07-24T10:15:27.468247Z"
2702,-0.7256497000031317,0.5324879343437022,0.15,0.1,0.0,1.0261824404895483,0.463782533165245,3.279437608632076,-0.004345715348249974,0.1,-0.9999999999999876,-0.054853694452597974,0.24835719561192499,0.036090649253358434,-0.005205465454839437,"2025-07-24T10:15:27.568250Z"
2703,-0.7293125224105826,0.5118177800444748,0.15,0.1,0.0,1.0378505097432469,0.4633721938718613,3.2765360704612125,-0.0043197966824363426,0.1,-0.9999999999999876,-0.06316398705058004,0.24835719561192499,0.036496625896028624,-0.005313025098203727,"2025-07-24T10:15:27.668215Z"
2704,-0.7328475095053416,0.49143967116162646,0.15,0.1,0.0,1.0493134633145353,0.4629691163225346,3.2736858806007416,-0.004290905271871327,0.1,-0.9999999999999876,-0.07167705225279358,0.24835719561192499,0.036895321587874806,-0.005417179874111422,"2025-07-24T10:15:27.768248Z"
2705,-0.7362545897343881,0.4713414910121203,0.15,0.1,0.0,1.0605702210174512,0.4625733364311528,3.270887293000272,-0.004259083727750531,0.1,-0.9999999999999881,-0.0804021245488059,0.24835719561192499,0.037286704951689176,-0.005517886950822748,"2025-07-24T10:15:27.868212Z"
2706,-0.7395337136515956,0.45151162740421313,0.15,0.1,0.0,1.071619741005199,0.46218488873730496,3.2681405518916495,-0.004224376224214477,0.1,-0.9999999999999876,-0.08934923307757034,0.24835719561192499,0.03767074602068818,-0.0056151060950872305,"2025-07-24T10:15:27.968249Z"
2707,-0.7426848538624014,0.4319389428945093,0.15,0.1,0.0,1.0824610198420974,0.461803806407427,3.2654458917970532,-0.00418682845623833,0.1,-0.9999999999999878,-0.098529281030096,0.24835719561192499,0.03804741623002262,-0.005708799680354087,"2025-07-24T10:15:28.068257Z"
2708,-0.7457080049646972,0.4126127469892595,0.15,0.1,0.0,1.093093092568628,0.4614301212361763,3.262803537538719,-0.004146487596902662,0.1,-0.9999999999999877,-0.10795413476175937,0.24835719561192499,0.03841668840809432,-0.00579893269315418,"2025-07-24T10:15:28.168257Z"
2709,-0.7486031834859603,0.3935227701378634,0.15,0.1,0.0,1.1035150327595793,0.46106386364802965,3.260213704250241,-0.0041034022540802455,0.1,-0.9999999999999877,-0.11763672403467434,0.24835719561192499,0.03877853676769524,-0.0058854727376606315,"2025-07-24T10:15:28.268215Z"
2710,-0.7513704278166407,0.37465913937980194,0.15,0.1,0.0,1.1137259525752994,0.4607050626991002,3.257676597389413,-0.004057622426577481,0.1,-0.9999999999999878,-0.12759115503835747,0.24835719561192499,0.03913293689698436,-0.005968390038436199,"2025-07-24T10:15:28.368366Z"
2711,-0.7540097981398266,0.3560123555182773,0.15,0.1,0.0,1.1237250028060513,0.4603537460791672,3.2551924127525864,-0.004009199459763326,0.1,-0.9999999999999879,-0.13783283814863162,0.24835719561192499,0.03947986575031784,-0.006047657441376462,"2025-07-24T10:15:28.468214Z"
2712,-0.7565213763572056,0.33757327170401064,0.15,0.1,0.0,1.133511372909483,0.4600099401139133,3.252761336490489,-0.003958186000723235,0.1,-0.999999999999988,-0.1483786327046916,0.24835719561192499,0.039819301638946925,-0.00612325041286012,"2025-07-24T10:15:28.568225Z"
2713,-0.7589052660113426,0.3193330733233101,0.15,0.1,0.0,1.1430842910412173,0.45967366976736534,3.250383545125482,-0.0039046359529726344,0.1,-0.9999999999999878,-0.15924701152014212,0.24835719561192499,0.0401512242215988,-0.006195147037117092,"2025-07-24T10:15:28.668225Z"
2714,-0.7611615922042934,0.3012832590920283,0.15,0.1,0.0,1.1524430240785657,0.45934495864453223,3.2480592055702164,-0.003848604430764779,0.1,-0.9999999999999878,-0.17045824833953788,0.24835719561192499,0.04047561449495425,-0.006263328011828676,"2025-07-24T10:15:28.768280Z"
2715,-0.7632905015125804,0.2834156232668536,0.15,0.1,0.0,1.1615868776373803,0.45902382899423655,3.245788475147651,-0.0037901477130278583,0.1,-0.9999999999999876,-0.1820346320655738,0.24835719561192499,0.04079245478403624,-0.0063277766419718665,"2025-07-24T10:15:28.868254Z"
2716,-0.7652921618985461,0.2657222388901038,0.15,0.1,0.0,1.170515196082051,0.4587103017121333,3.243571501612399,-0.0037293231969654315,0.1,-0.9999999999999879,-0.19400071232841967,0.24835719561192499,0.04110172873252315,-0.006388478831925471,"2025-07-24T10:15:28.968206Z"
2717,-0.7671667626181126,0.2481954419935143,0.15,0.1,0.0,1.179227362528658,0.45840439634391145,3.2414084231733735,-0.0036661893513538378,0.1,-0.9999999999999879,-0.2063835818853959,0.24835719561192499,0.04140342129299975,-0.006445423075852043,"2025-07-24T10:15:29.068251Z"
2718,-0.7689145141249659,0.2308278166899488,0.15,0.1,0.0,1.187722798841297,0.45810613108867565,3.2392993685176887,-0.0036008056695708613,0.1,-0.9999999999999879,-0.21921320246063086,0.24835719561192499,0.04169751871715893,-0.0064986004463749554,"2025-07-24T10:15:29.168215Z"
2719,-0.7705356479711936,0.2136121810895684,0.15,0.1,0.0,1.1960009656215838,0.45781552280250026,3.2372444568357985,-0.003533232622387434,0.1,-0.9999999999999877,-0.23252278203328974,0.24835719561192499,0.04198400854596641,-0.006548004581567613,"2025-07-24T10:15:29.268237Z"
2720,-0.772030416704396,0.19654157398011138,0.15,0.1,0.0,1.20406136219136,0.4575325870021529,3.235243797847825,-0.003463531610556651,0.1,-0.9999999999999878,-0.24634921330282464,0.24835719561192499,0.042262879599800914,-0.0065936316702756076,"2025-07-24T10:15:29.368231Z"
2721,-0.7733990937612982,0.17960924221653185,0.15,0.1,0.0,1.2119035265686118,0.4572573378689843,3.2332974918310593,-0.0033917649172306324,0.1,-0.9999999999999881,-0.2607335852428211,0.24835719561192499,0.04253412196858109,-0.006635480435791941,"2025-07-24T10:15:29.468232Z"
2722,-0.7746419733578896,0.16280862876948143,0.15,0.1,0.0,1.2195270354366199,0.45698978825297737,3.2314056296486,-0.00331799566023901,0.1,-0.9999999999999877,-0.27572178234674555,0.24835719561192499,0.0427977270018905,-0.006673552117906648,"2025-07-24T10:15:29.568236Z"
2723,-0.7757593703761139,0.14613336138444283,0.15,0.1,0.0,1.2269315041063584,0.4567299496769535,3.22956829277909,-0.003242287744258605,0.1,-0.999999999999988,-0.29136518964549407,0.24835719561192499,0.04305368729911167,-0.0067078504533545575,"2025-07-24T10:15:29.668222Z"
2724,-0.7767516202471395,0.12957724180877905,0.15,0.1,0.0,1.2341165864721657,0.45647783234093225,3.227785553347546,-0.0031647058129059807,0.1,-0.999999999999988,-0.30772152592506213,0.24835719561192499,0.043301996699579265,-0.006738381654683739,"2025-07-24T10:15:29.768251Z"
2725,-0.7776190788312377,0.11313423554535201,0.15,0.1,0.0,1.2410819749607016,0.45623344512663805,3.2260574741572285,-0.0030853152007842984,0.1,-0.999999999999988,-0.3248558331947256,0.24835719561192499,0.04354265027276253,-0.006765154387570072,"2025-07-24T10:15:29.868215Z"
2726,-0.7783621222942935,0.09679846209491082,0.15,0.1,0.0,1.2478274004732197,0.455996795602153,3.224384108722541,-0.0030041818855128842,0.1,-0.9999999999999879,-0.3428416577128667,0.24835719561192499,0.043775644308486315,-0.006788179746603367,"2025-07-24T10:15:29.968233Z"
2727,-0.7789811469809804,0.08056418565227738,0.15,0.1,0.0,1.2543526323211727,0.4557678900267113,3.2227655013029253,-0.0029213724397697052,0.1,-0.9999999999999879,-0.36176246726795563,0.24835719561192499,0.04400097630719958,-0.006807471229571399,"2025-07-24T10:15:30.068247Z"
2728,-0.7794765692846288,0.06442580622339508,0.15,0.1,0.0,1.2606574781551771,0.4555467333556297,3.221201686937736,-0.0028369539833769633,0.1,-0.9999999999999882,-0.38171336175331017,0.24835719561192499,0.04421864497030015,-0.006823044710269402,"2025-07-24T10:15:30.168256Z"
2729,-0.7798488255138143,0.0483778511321722,0.15,0.1,0.0,1.2667417838873634,0.4553333292453742,3.21969269148206,-0.0027509941354560714,0.1,-0.999999999999988,-0.40280315040781517,0.24835719561192499,0.04442865019052352,-0.006834918409863481,"2025-07-24T10:15:30.268213Z"
2730,-0.7800983717556995,0.03241496688894352,0.15,0.1,0.0,1.2726054336071355,0.45512768005875615,3.2182385316434607,-0.0026635609666828407,0.1,-0.9999999999999881,-0.4251568907764677,0.24835719561192499,0.044630993042403366,-0.00684311286683685,"2025-07-24T10:15:30.368269Z"
2731,-0.7802256837361585,0.01653191139318473,0.15,0.1,0.0,1.27824834949037,0.45492978687025826,3.216839215019638,-0.0025747229516683108,0.1,-0.9999999999999881,-0.4489190137814057,0.24835719561192499,0.04482567577281075,-0.006847650905549086,"2025-07-24T10:15:30.468251Z"
