"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","timestamp"
3895,-0.32219335257242343,4.777959037020218,0.15,0.1,0.0,13.765515241564309,0.8748787722176073,6.1878241096750575,-0.5987715851728238,0.1,0.9999999729568141,3.7931607883806584,0.24849537983603218,"2025-07-18T18:06:27.724976Z"
3896,-0.3363571279012443,4.536859997855047,0.15,0.1,0.0,14.040003503049057,0.879063596174958,6.217393368912239,-0.5844263120105352,0.1,0.9999999719587112,3.4279275086568775,0.24849537983603218,"2025-07-18T18:06:27.824946Z"
3897,-0.35044522429528335,4.316773004051603,0.15,0.1,0.0,14.311362987912847,0.8830823227694841,6.245782191193897,-0.5721165104392122,0.1,0.9999999712335903,3.0631099881465573,0.24849537983603218,"2025-07-18T18:06:27.925084Z"
3898,-0.36445447199228564,4.11497847443777,0.15,0.1,0.0,14.580567055531073,0.8869548812484538,6.273132320830677,-0.5616745939948564,0.1,0.9999999707784174,2.696387027093725,0.24849537983603218,"2025-07-18T18:06:28.024947Z"
3899,-0.37838171897062045,3.9292061685817634,0.15,0.1,0.0,14.848547215445764,0.8906988861760216,6.299569047389713,-0.5529683816159973,0.1,0.9999999705845223,2.3253741774626904,0.24849537983603218,"2025-07-18T18:06:28.124922Z"
3900,-0.39222383165847274,3.7575460385308213,0.15,0.1,0.0,15.116211914558386,0.8943300683786691,6.325204261663821,-0.54589640459308,0.1,0.9999999706386915,1.9475687608737866,0.24849537983603218,"2025-07-18T18:06:28.224951Z"
3901,-0.40597769563888375,3.5983794942175282,0.15,0.1,0.0,15.384464203222338,0.8978626287291045,6.3501389650502515,-0.540384592054459,0.1,0.9999999709241822,1.5602882872027057,0.24849537983603218,"2025-07-18T18:06:28.324929Z"
3902,-0.41964021635048154,3.4503258294773955,0.15,0.1,0.0,15.654219151707265,0.901309534099399,6.374465369163814,-0.5363841160494325,0.1,0.9999999714216472,1.1605993130831895,0.24849537983603218,"2025-07-18T18:06:28.424966Z"
3903,-0.4332083197837443,3.3122000457235643,0.15,0.1,0.0,15.926421865540087,0.9046827704370235,6.398268691535087,-0.5338702695669173,0.1,0.9999999721099668,0.7452328360382394,0.24849537983603218,"2025-07-18T18:06:28.524963Z"
3904,-0.4466789531726396,3.18297934118561,0.15,0.1,0.0,16.202067003386006,0.9079935649397654,6.4216287321699275,-0.5328423307088659,0.1,0.9999999729669791,0.31048102115674053,0.24849537983603218,"2025-07-18T18:06:28.624909Z"
3905,-0.4600490856814837,3.061776257294973,0.15,0.1,0.0,16.48222084270762,0.9112525873780724,6.444621302101637,-0.5333244437490703,0.1,0.9999999739701122,-0.1479317952946804,0.24849537983603218,"2025-07-18T18:06:28.724962Z"
3906,-0.47331570908686704,2.947816988739,0.15,0.1,0.0,16.76804718832379,0.9144701395357792,6.467319567433658,-0.5353676330563222,0.1,0.9999999750969228,-0.6350135777466624,0.24849537983603218,"2025-07-18T18:06:28.824923Z"
3907,-0.4864758384544915,2.840423734727514,0.15,0.1,0.0,17.060838817765774,0.9176563414293607,6.489795370160719,-0.5390531710254663,0.1,0.9999999763255345,-1.1567182784520085,0.24849537983603218,"2025-07-18T18:06:28.924977Z"
3908,-0.4995265128107682,2.7390002394682167,0.15,0.1,0.0,17.362056774268243,0.9208213234494415,6.512120590463988,-0.5444976632058252,0.1,0.9999999776349917,-1.7202284707512785,0.24849537983603218,"2025-07-18T18:06:29.024974Z"
3909,-0.5124647958090242,2.64301986913166,0.15,0.1,0.0,17.673380769725583,0.9239754350026356,6.5343686253059685,-0.5518604187826665,0.1,0.9999999790055314,-2.33433581934829,0.24849537983603218,"2025-07-18T18:06:29.124955Z"
3910,-0.5252877763901678,2.55201572092174,0.15,0.1,0.0,17.99677544342802,0.9271294829541422,6.556616077386587,-0.5613539850302313,0.1,0.9999999804187776,-3.009962560344039,0.24849537983603218,"2025-07-18T18:06:29.224944Z"
3911,-0.5379925694376647,2.4655723713261684,0.15,0.1,0.0,18.334579580194045,0.9302950178082976,6.57894478129051,-0.5732592131641087,0.1,0.9999999818578678,-3.7608899229934116,0.24849537983603218,"2025-07-18T18:06:29.324949Z"
3912,-0.5505763164266773,2.3833189551161276,0.15,0.1,0.0,18.68962923481551,0.933484693244533,6.601444347936782,-0.5879470197270986,0.1,0.9999999833075204,-4.6047965871804335,0.24849537983603218,"2025-07-18T18:06:29.424964Z"
3913,-0.5630361860672203,2.3049233312523514,0.15,0.1,0.0,19.065432168816653,0.9367127374054893,6.624215498763733,-0.6059103514737338,0.1,0.9999999847540526,-5.564772614917816,0.24849537983603218,"2025-07-18T18:06:29.524935Z"
3914,-0.5753693749411892,2.23008714161606,0.15,0.1,0.0,19.466422258313266,0.9399955960645912,6.647374614670618,-0.6278122124843577,0.1,0.9999999861853519,-6.671582082859481,0.24849537983603218,"2025-07-18T18:06:29.624937Z"
3915,-0.5875731081331178,2.1585416071038575,0.15,0.1,0.0,19.898342979739557,0.9433528459997643,6.671060194723595,-0.654559893892133,0.1,0.9999999875908172,-7.967140345300395,0.24849537983603218,"2025-07-18T18:06:29.724930Z"
3916,-0.5996446398545219,2.090043935809742,0.15,0.1,0.0,20.36884812851919,0.9468085469947947,6.695442415044291,-0.687423711916843,0.1,0.9999999889612777,-9.51002938968726,0.24849537983603218,"2025-07-18T18:06:29.824931Z"
3917,-0.6115812540616906,2.024374241765983,0.15,0.1,0.0,20.88848704161996,0.9503933365112003,6.7207379368171,-0.7282349835471975,0.1,0.9999999902889033,-11.38456566099171,0.24849537983603218,"2025-07-18T18:06:29.924926Z"
3918,-0.6233802650667846,1.9613328915139356,0.15,0.1,0.0,21.472413826733998,0.9541478510938685,6.747234091386612,-0.779733141038445,0.1,0.9999999915671289,-13.716329063942515,0.24849537983603218,"2025-07-18T18:06:30.024968Z"
3919,-0.6350390181421043,1.9007382107493003,0.15,0.1,0.0,22.143569998384894,0.9581286852780404,6.775330999538781,-0.846213060470793,0.1,0.9999999927906312,-16.699997125395598,0.24849537983603218,"2025-07-18T18:06:30.124959Z"
3920,-0.6465548901173928,1.8424244952769187,0.15,0.1,0.0,22.939183332354816,0.9624196526515341,6.805621163639127,-0.934828739951284,0.1,0.9999999939554562,-20.651678693222284,0.24849537983603218,"2025-07-18T18:06:30.224968Z"
3921,-0.6579252899700377,1.7862402801662662,0.15,0.1,0.0,23.925822553385416,0.9671555228186862,6.839057230396981,-1.0584872531352838,0.1,0.9999999950595361,-26.111043761649395,0.24849537983603218,"2025-07-18T18:06:30.324976Z"
3922,-0.669147659408041,1.732046828812966,0.15,0.1,0.0,25.24135781868688,0.9725804933038265,6.877365227291504,-1.243110822668057,0.1,0.9999999961044761,-34.032179536917916,0.24849537983603218,"2025-07-18T18:06:30.424966Z"
3923,-0.680219473445623,1.6797168099671604,0.15,0.1,0.0,27.25363366897212,0.9792320478293981,6.924343880223956,-1.5483156705193934,0.1,0.9999999971026822,-45.8847396767159,0.24849537983603218,"2025-07-18T18:06:30.524927Z"
3924,-0.691138240971334,1.6291331359826502,0.15,0.1,0.0,31.71383976991478,0.9888400959615014,6.992218468924676,-2.091968067231629,0.1,0.9999999981257361,-56.58302177897472,0.24849537983603218,"2025-07-18T18:06:30.624929Z"
3925,-0.7019015053085441,1.5801879398022325,0.15,0.1,0.0,14.417547837658095,0.8847629539979238,6.256666200395564,58.65508451269502,0.1,0.9999999966860282,-583.6733353149289,0.24849537983603218,"2025-07-18T18:06:30.724926Z"
3926,-0.7125068447681846,1.5327816717079084,0.15,0.1,0.0,11.551212115866138,0.8365835728119618,5.916083658688059,7.33775367270914,0.1,0.999999996148163,1065.1305512188312,0.24849537983603218,"2025-07-18T18:06:30.824971Z"
3927,-0.7229518731936179,1.4868222997713212,0.15,0.1,0.0,10.009807557744914,0.8045655762251679,5.6897191132546325,3.768379330007971,0.1,0.9999999957359295,111.48025245818734,0.24849537983603218,"2025-07-18T18:06:30.924972Z"
3928,-0.733234240497513,1.442224600355694,0.15,0.1,0.0,8.965089296711744,0.7802912565659402,5.518087020993824,2.450799413260916,0.1,0.9999999953802403,54.27875776721054,0.24849537983603218,"2025-07-18T18:06:31.024935Z"
3929,-0.7433516331906048,1.3989095270340228,0.15,0.1,0.0,8.18010593345595,0.7606740375128342,5.379373913524343,1.7669771455416383,0.1,0.9999999950594723,34.85826741640062,0.24849537983603218,"2025-07-18T18:06:31.124967Z"
3930,-0.75330177490222,1.356803647975103,0.15,0.1,0.0,7.554567784222964,0.7442045564144311,5.26291221567905,1.35128824424791,0.1,0.9999999947638385,25.23995132633729,0.24849537983603218,"2025-07-18T18:06:31.224986Z"
3931,-0.76308242689245,1.3158386432639242,0.15,0.1,0.0,7.036711172558989,0.7300198111402287,5.162602262991771,1.074064613946068,0.1,0.9999999944879242,19.54378629597433,0.24849537983603218,"2025-07-18T18:06:31.324965Z"
3932,-0.7726913885558591,1.275950854816768,0.15,0.1,0.0,6.596347577258966,0.7175751923576235,5.07459459880944,0.8774938610547356,0.1,0.9999999942283199,15.795642785465887,0.24849537983603218,"2025-07-18T18:06:31.424971Z"
3933,-0.7821264979166104,1.2370808825593935,0.15,0.1,0.0,6.214341423904037,0.7065027814256564,4.996288554511767,0.7318747913389861,0.1,0.9999999939826749,13.151523241910532,0.24849537983603218,"2025-07-18T18:06:31.524925Z"
3934,-0.7913856321149018,1.199173221392458,0.15,0.1,0.0,5.877805009083254,0.696541292569606,4.925837131306508,0.6203889323828986,0.1,0.9999999937492613,11.191686360053817,0.24849537983603218,"2025-07-18T18:06:31.624923Z"
3935,-0.8004667078846003,1.1621759341952118,0.15,0.1,0.0,5.577648337287241,0.6874979353637712,4.861877464349556,0.5328095013570604,0.1,0.9999999935267416,9.684393641924546,0.24849537983603218,"2025-07-18T18:06:31.724947Z"
3936,-0.8093676820219684,1.1260403567391697,0.15,0.1,0.0,5.307222581949782,0.6792260934318344,4.80337306334203,0.4625692727652866,0.1,0.9999999933140469,8.491485834682406,0.24849537983603218,"2025-07-18T18:06:31.824943Z"
3937,-0.8180865518453758,1.0907208309139276,0.15,0.1,0.0,5.061519427705288,0.6716114990298204,4.749516096603123,0.40526496466037476,0.1,0.9999999931102941,7.525589030685029,0.24849537983603218,"2025-07-18T18:06:31.924967Z"
3938,-0.8266213556458948,1.0561744631226169,0.15,0.1,0.0,4.836673664944735,0.6645632710103734,4.699664047158792,0.35783884381447106,0.1,0.9999999929147393,6.7288005886087126,0.24849537983603218,"2025-07-18T18:06:32.024870Z"
3939,-0.8349701731286762,1.0223609050951163,0.15,0.1,0.0,4.629640921788897,0.6580078838547659,4.653297084632689,0.3181049295132147,0.1,0.9999999927267454,6.061261273831589,0.24849537983603218,"2025-07-18T18:06:32.124974Z"
3940,-0.8431311258450076,0.9892421547049701,0.15,0.1,0.0,4.437981409491772,0.6518849800191541,4.609988465335787,0.2844616933981601,0.1,0.9999999925457587,5.494653683662269,0.24849537983603218,"2025-07-18T18:06:32.224966Z"
3941,-0.8511023776149566,0.956782374666901,0.15,0.1,0.0,4.259710421287038,0.6461443837813201,4.569383424511051,0.2557109600905679,0.1,0.9999999923712929,5.008318320335382,0.24849537983603218,"2025-07-18T18:06:32.324950Z"
3942,-0.8588821349405034,0.9249477272442405,0.15,0.1,0.0,4.09319230043812,0.6407439225433608,4.531183775759012,0.23093992738603736,0.1,0.9999999922029168,4.586836496560187,0.24849537983603218,"2025-07-18T18:06:32.424928Z"
3943,-0.8664686474090705,0.8937062233143644,0.15,0.1,0.0,3.937063547636375,0.6356478052878368,4.495136448559731,0.20944209534064415,0.1,0.9999999920402459,4.2184728034054935,0.24849537983603218,"2025-07-18T18:06:32.524928Z"
3944,-0.8738602080873576,0.8630275843310324,0.15,0.1,0.0,3.7901759617535125,0.6308253944314985,4.461024806479499,0.19066294799437006,0.1,0.999999991882935,3.894140898756468,0.24849537983603218,"2025-07-18T18:06:32.624938Z"
3945,-0.8810551539053953,0.8328831158883655,0.15,0.1,0.0,3.651553863204533,0.6262502611398709,4.428661969026283,0.17416182113196188,0.1,0.9999999917306733,3.606698605394695,0.24849537983603218,"2025-07-18T18:06:32.724917Z"
3946,-0.8880518660307279,0.803245591735802,0.15,0.1,0.0,3.5203614138981965,0.6218994485954229,4.397885603457218,0.15958461383111397,0.1,0.9999999915831776,3.350456300271903,0.24849537983603218,"2025-07-18T18:06:32.824928Z"
3947,-0.8948487702326443,0.7740891472211169,0.15,0.1,0.0,3.395877304537012,0.6177528902967294,4.368553812467065,0.14664392269720108,0.1,0.9999999914401932,3.1208270092308372,0.24849537983603218,"2025-07-18T18:06:32.924953Z"
3948,-0.9014443372363732,0.7453891812489912,0.15,0.1,0.0,3.277474903479381,0.6137929456158652,4.340541850765232,0.13510435562020404,0.1,0.9999999913014864,2.9140727982287293,0.24849537983603218,"2025-07-18T18:06:33.024954Z"
3949,-0.9078370830671637,0.7171222659408111,0.15,0.1,0.0,3.1646065126342124,0.6100040252097084,4.313739476833882,0.12477152281229437,0.1,0.9999999911668445,2.7271179386929036,0.24849537983603218,"2025-07-18T18:06:33.124958Z"
3950,-0.914025569384173,0.689266063267111,0.15,0.1,0.0,3.056790752125771,0.606372286106572,4.288048797232505,0.11548367972756932,0.1,0.9999999910360738,2.5574092248818103,0.24849537983603218,"2025-07-18T18:06:33.224982Z"
3951,-0.9200084038040873,0.661799248000237,0.15,0.1,0.0,2.9536023568495713,0.6028853814085392,4.263382496996598,0.10710530976439443,0.1,0.9999999909089965,2.4028101392910637,0.24849537983603218,"2025-07-18T18:06:33.324967Z"
3952,-0.9257842402144021,0.6347014364010447,0.15,0.1,0.0,2.8546638525489927,0.5995322532310147,4.239662375697744,0.0995221443952615,0.1,0.9999999907854509,2.2615196818188,0.24849537983603218,"2025-07-18T18:06:33.424969Z"
3953,-0.9313517790762916,0.6079531201133226,0.15,0.1,0.0,2.759638711209441,0.5963029601846752,4.216818127701927,0.09263726120874512,0.1,0.9999999906652893,2.132009417454603,0.24849537983603218,"2025-07-18T18:06:33.524936Z"
3954,-0.9367097677169998,0.5815356047914539,0.15,0.1,0.0,2.6682256815240026,0.593188532686256,4.194786319167514,0.0863679991592233,0.1,0.9999999905483766,2.0129741510129824,0.24849537983603218,"2025-07-18T18:06:33.624966Z"
3955,-0.9418570006116863,0.5554309530336601,0.15,0.1,0.0,2.580154060722093,0.5901808508643697,4.1735095247843415,0.08064349966413767,0.1,0.9999999904345903,1.9032929126443654,0.24849537983603218,"2025-07-18T18:06:33.724969Z"
3956,-0.9467923196546646,0.5296219312339401,0.15,0.1,0.0,2.495179726502772,0.5872725409436637,4.152935595151895,0.07540273150309301,0.1,0.9999999903238189,1.8019978282687388,0.24849537983603218,"2025-07-18T18:06:33.824897Z"
3957,-0.9515146144199708,0.5040919600031495,0.15,0.1,0.0,2.41308178723258,0.5844568868424063,4.133017031715765,0.07059289297642385,0.1,0.9999999902159632,1.7082490795020682,0.24849537983603218,"2025-07-18T18:06:33.924970Z"
3958,-0.9560228224112046,0.47882506784147844,0.15,0.1,0.0,2.3336597384864977,0.5817277543740932,4.113710450815241,0.06616811063388037,0.1,0.9999999901109325,1.621314609649019,0.24849537983603218,"2025-07-18T18:06:34.024972Z"
3959,-0.9603159293005871,0.4538058477743972,0.15,0.1,0.0,2.2567310369298967,0.5790795259524981,4.094976121991928,0.06208837291030713,0.1,0.9999999900086473,1.540553560374505,0.24849537983603218,"2025-07-18T18:06:34.124952Z"
3960,-0.9643929691571793,0.4290194166894438,0.15,0.1,0.0,2.1821290202487025,0.5765070440977705,4.07677756852397,0.05831865114653235,0.1,0.999999989909038,1.465402664297504,0.24849537983603218,"2025-07-18T18:06:34.224972Z"
3961,-0.9682530246642135,0.40445137713482593,0.15,0.1,0.0,2.1097011156297847,0.5740055623551279,4.059081220369917,0.054828171081869145,0.1,0.9999999898120443,1.3953649971379574,0.24849537983603218,"2025-07-18T18:06:34.324958Z"
3962,-0.9718952273254851,0.38008778136107213,0.15,0.1,0.0,2.039307290120887,0.5715707024869925,4.041856111468591,0.05158980593168153,0.1,0.9999999897176153,1.3300006265524924,0.24849537983603218,"2025-07-18T18:06:34.424968Z"
3963,-0.9753187576607606,0.3559150974056229,0.15,0.1,0.0,1.9708187047584793,0.5691984169987134,4.025073614750223,0.048579568287000705,0.1,0.9999999896257098,1.2689187956313657,0.24849537983603218,"2025-07-18T18:06:34.524965Z"
3964,-0.9785228453901575,0.3319201770367916,0.15,0.1,0.0,1.904116541163476,0.5668849562183308,4.008707209347467,0.04577618278054515,0.1,0.9999999895362965,1.2117713558091476,0.24849537983603218,"2025-07-18T18:06:34.624943Z"
3965,-0.9815067696074541,0.3080902253879725,0.15,0.1,0.0,1.8390909747601434,0.5646268392805693,3.992732275412051,0.04316072510839483,0.1,0.9999999894493541,1.1582472229020624,0.24849537983603218,"2025-07-18T18:06:34.724937Z"
3966,-0.9842698589422896,0.28441277212632704,0.15,0.1,0.0,1.7756402731690084,0.5624208284708254,3.977125912689206,0.040716315838079546,0.1,0.9999999893648711,1.1080676756062862,0.24849537983603218,"2025-07-18T18:06:34.824967Z"
3967,-0.9868114917112204,0.260875644012033,0.15,0.1,0.0,1.713670001886226,0.5602639064712768,3.9618667796126017,0.03842785966344108,0.1,0.9999999892828476,1.060982351293809,0.24849537983603218,"2025-07-18T18:06:34.924968Z"
3968,-0.9891310960575959,0.23746693871423197,0.15,0.1,0.0,1.653092322263439,0.558153256122264,3.94693495018462,0.03628182252672008,0.1,0.9999999892032946,1.0167658218353124,0.24849537983603218,"2025-07-18T18:06:35.024930Z"
3969,-0.9912281500802239,0.21417499975965398,0.15,0.1,0.0,1.5938253691780788,0.5560862423707639,3.932311786321577,0.03426604042592016,0.1,0.9999999891262354,0.9752146541536136,0.24849537983603218,"2025-07-18T18:06:35.124949Z"
3970,-0.9931021819507964,0.19098839249762936,0.15,0.1,0.0,1.535792697739023,0.5540603961264643,3.9179798236877703,0.03236955484133394,0.1,0.9999999890517065,0.9361448776888358,0.24849537983603218,"2025-07-18T18:06:35.224945Z"
3971,-0.9947527700200484,0.16789588097309424,0.15,0.1,0.0,1.478922789988541,0.552073399786542,3.903922669329178,0.03058247061069728,0.1,0.9999999889797588,0.8993897949034797,0.24849537983603218,"2025-07-18T18:06:35.324965Z"
3972,-0.9961795429126277,0.14488640560516133,0.15,0.1,0.0,1.4231486139031795,0.5501230742242076,3.8901249096577972,0.028895832804817813,0.1,0.999999988910459,0.8647980821523236,0.24849537983603218,"2025-07-18T18:06:35.424937Z"
3973,-0.9973821796106525,0.12194906157481848,0.15,0.1,0.0,1.3684072281149067,0.5482073670646268,3.8765720275393893,0.027301519740974764,0.1,0.9999999888438914,0.8322321372917643,0.24849537983603218,"2025-07-18T18:06:35.524944Z"
3974,-0.9983604095259393,0.09907307783016522,0.15,0.1,0.0,1.3146394267102242,0.5463243420958958,3.863250327407603,0.025792149748022956,0.1,0.9999999887801596,0.8015666377323477,0.24849537983603218,"2025-07-18T18:06:35.624942Z"
3975,-0.9991140125608843,0.07624779662172464,0.15,0.1,0.0,1.261789419251794,0.544472169683121,3.8501468674714636,0.02436099968685693,0.1,0.9999999887193894,0.7726872786221742,0.24849537983603218,"2025-07-18T18:06:35.724919Z"
3976,-0.9996428191579836,0.05346265348422176,0.15,0.1,0.0,1.2098045418306744,0.5426491180709541,3.83724939820556,0.023001933549873985,0.1,0.9999999886617313,0.7454896657410311,0.24849537983603218,"2025-07-18T18:06:35.824966Z"
3977,-0.9999467103379839,0.030707157584273923,0.15,0.1,0.0,1.158634995518799,0.5408535454746736,3.8245463064164658,0.021709339726832026,0.1,0.9999999886073638,0.719878341716482,0.24849537983603218,"2025-07-18T18:06:35.924894Z"
3978,-1.0000256177266516,0.007970872355414998,0.15,0.1,0.0,1.1082336090680716,0.5390838928725002,3.8120265642679994,0.02047807574275444,0.1,0.999999988556499,0.6957659274851253,0.24849537983603218,"2025-07-18T18:06:36.024928Z"
3979,-0.9998795235701571,-0.014756603655361826,0.15,0.1,0.0,1.0585556231085547,0.5373386774226327,3.799679682724286,0.019303419454741736,0.1,0.9999999885093847,0.6730723637026514,0.24849537983603218,"2025-07-18T18:06:36.124931Z"
3980,-0.9995084607390694,-0.037485655804797284,0.15,0.1,0.0,1.0095584934450788,0.5356164864377653,3.7874956689351618,0.018181025845598758,0.1,0.9999999884663135,0.6517242390682625,0.24849537983603218,"2025-07-18T18:06:36.224931Z"
3981,-0.99891251272096,-0.060226672308010716,0.15,0.1,0.0,0.9612017113488172,0.5339159718578524,3.7754649871450563,0.017106888678423162,0.1,0.999999988427627,0.631654194479567,0.24849537983603218,"2025-07-18T18:06:36.324959Z"
3982,-0.998091813601619,-0.08299006320416463,0.15,0.1,0.0,0.913446638995632,0.5322358451687885,3.763578522755285,0.016077306382212518,0.1,0.9999999883937256,0.6128003935133448,0.24849537983603218,"2025-07-18T18:06:36.424970Z"
3983,-0.9970465480348859,-0.10578627940688058,0.15,0.1,0.0,0.8662563584228592,0.5305748727206562,3.7518275492120394,0.01508885162762279,0.1,0.9999999883650768,0.5951060510974643,0.24849537983603218,"2025-07-18T18:06:36.524965Z"
3984,-0.9957769512011034,-0.12862583191341034,0.15,0.1,0.0,0.8195955325659635,0.5289318714043901,3.7402036974290302,0.014138344127168813,0.1,0.9999999883422284,0.5785190133712977,0.24849537983603218,"2025-07-18T18:06:36.624965Z"
3985,-0.9942833087542032,-0.1515193112478738,0.15,0.1,0.0,0.7734302771007082,0.5273057046502139,3.7286989274856897,0.013222826257729891,0.1,0.9999999883258192,0.5629913827027407,0.24849537983603218,"2025-07-18T18:06:36.724974Z"
3986,-0.9925659567574345,-0.1744774072154424,0.15,0.1,0.0,0.7277280419588001,0.5256952787151434,3.7173055023696473,0.012339541157145414,0.1,0.9999999883165932,0.5484791826491819,0.24849537983603218,"2025-07-18T18:06:36.824934Z"
3987,-0.9906252816077515,-0.1975109290461693,0.15,0.1,0.0,0.6824575015086227,0.5240995392302862,3.706015963556451,0.011485912992519599,0.1,0.9999999883154134,0.5349420583537029,0.24849537983603218,"2025-07-18T18:06:36.924968Z"
3988,-0.9884617199488759,-0.22063082601016173,0.15,0.1,0.0,0.637588452500191,0.522517467981656,3.6948231082407363,0.010659529136915907,0.1,0.999999988323273,0.5223430084575538,0.24849537983603218,"2025-07-18T18:06:37.024931Z"
3989,-0.9860757585730534,-0.24384820858879808,0.15,0.1,0.0,0.5930917189671774,0.5209480799008592,3.683719968051596,0.009858124024456379,0.1,0.999999988341296,0.5106481451373468,0.24849537983603218,"2025-07-18T18:06:37.124974Z"
3990,-0.9834679343115278,-0.26717437029048346,0.15,0.1,0.0,0.5489390633605528,0.5193904202442966,3.6726997891011526,0.009079564482364825,0.1,0.9999999883707197,0.49982647930270213,0.24849537983603218,"2025-07-18T18:06:37.224844Z"
3991,-0.9806388339137563,-0.2906208102039185,0.15,0.1,0.0,0.505103103259722,0.5178435619415472,3.661756013229584,0.008321836362916224,0.1,0.9999999884128266,0.4898497283828941,0.24849537983603218,"2025-07-18T18:06:37.324919Z"
3992,-0.9775890939153933,-0.31419925638726054,0.15,0.1,0.0,0.461557233069295,0.5163066030953609,3.650882260322349,0.007583032319207367,0.1,0.9999999884687707,0.4806921444527046,0.24849537983603218,"2025-07-18T18:06:37.424973Z"
3993,-0.9743194004950723,-0.33792169019702933,0.15,0.1,0.0,0.4182755501640405,0.5147786646172365,3.640072311586271,0.00686134058664091,0.1,0.9999999885391697,0.4723303607435618,0.24849537983603218,"2025-07-18T18:06:37.524928Z"
3994,-0.970830489320019,-0.3618003716675263,0.15,0.1,0.0,0.3752327849920218,0.5132588879839153,3.6293200936807493,0.006155034647460938,0.1,0.99999998862316,0.4647432548271517,0.24849537983603218,"2025-07-18T18:06:37.624955Z"
3995,-0.9671231453805292,-0.38584786605944255,0.15,0.1,0.0,0.3324042346872994,0.5117464331013055,3.6186196636087256,0.005462463668933706,0.1,0.9999999887161847,0.45791182698434785,0.24849537983603218,"2025-07-18T18:06:37.724966Z"
3996,-0.963198202813349,-0.41007707170426544,0.15,0.1,0.0,0.28976569977965994,0.5102404762633849,3.607965194279331,0.0047820436171329105,0.1,0.9999999888045756,0.45181909246501684,0.24849537983603218,"2025-07-18T18:06:37.824991Z"
3997,-0.9590565447139977,-0.43450124928134154,0.15,0.1,0.0,0.24729342362021164,0.508740208194527,3.597350960660508,0.004112248958031589,0.1,0.9999999888513331,0.44644998650890516,0.24849537983603218,"2025-07-18T18:06:37.924945Z"
3998,-0.9546991029380751,-0.45913405267498575,0.15,0.1,0.0,0.20496403416928569,0.5072448321644734,3.5867713264453687,0.0034516048659042667,0.1,0.9999999887548116,0.44179128115595717,0.24849537983603218,"2025-07-18T18:06:38.024932Z"
3999,-0.9501268578915981,-0.4839895615711969,0.15,0.1,0.0,0.16275448781847318,0.5057535621658369,3.576220731160767,0.002798679866102655,0.1,0.9999999882095201,0.43783151300476025,0.24849537983603218,"2025-07-18T18:06:38.124951Z"
4000,-0.9453408383104132,-0.5090823159672796,0.15,0.1,0.0,0.12064201494800039,0.5042656211445931,3.5656936776505748,0.0021520788452180665,0.1,0.9999999861192719,0.43456092120107515,0.24849537983603218,"2025-07-18T18:06:38.224931Z"
4001,-0.9403421210287352,-0.5344273527827155,0.15,0.1,0.0,0.07860406699422787,0.502780239274485,3.555184719869492,0.0015104363666091861,0.1,0.9999999769896479,0.4319713950475283,0.24849537983603218,"2025-07-18T18:06:38.324929Z"
4002,-0.9351318307368643,-0.5600402447767796,0.15,0.1,0.0,0.03661826546338075,0.5012966522666604,3.5446884509259875,8.724102333516797E-4,0.1,0.999999900443735,0.43005643072667415,0.24849537983603218,"2025-07-18T18:06:38.424922Z"
4003,-0.9297111397281356,-0.5859371419975044,0.15,0.1,0.0,0.005337691844092525,0.4998140997061672,3.534199491315139,2.3667524394074276E-4,0.1,-0.9999937926843552,0.4288110967205324,0.24849537983603218,"2025-07-18T18:06:38.524936Z"
4004,-0.9240812676351573,-0.6121348160078227,0.15,0.1,0.0,0.047285896568900615,0.49833182340716964,3.5237124772838233,-3.9808291139317747E-4,0.1,-0.9999998778075803,0.42823200759750385,0.24849537983603218,"2025-07-18T18:06:38.624965Z"
4005,-0.9182434811553998,-0.6386507071587418,0.15,0.1,0.0,0.08924861616453421,0.49684906577890886,3.513222049271836,-0.001033173664057503,0.1,-0.9999999468085261,0.42831730591685746,0.24849537983603218,"2025-07-18T18:06:38.724950Z"
4006,-0.912199093766193,-0.6655029752063337,0.15,0.1,0.0,0.1312480350017369,0.4953650681945277,3.502722840373189,-0.0016699075392834512,0.1,-0.9999999634572324,0.42906665208048017,0.24849537983603218,"2025-07-18T18:06:38.824931Z"
4007,-0.9059494654291999,-0.6927105535990228,0.15,0.1,0.0,0.1733064447138269,0.49387906935489706,3.4922094647620154,-0.002309602135706272,0.1,-0.9999999703021321,0.4304812220323317,0.24849537983603218,"2025-07-18T18:06:38.924964Z"
4008,-0.8994960022844307,-0.7202932077957808,0.15,0.1,0.0,0.2154462709361602,0.4923903036395485,3.48167650602718,-0.0029535881610040313,0.1,-0.9999999738746113,0.43256371278471056,0.24849537983603218,"2025-07-18T18:06:39.024918Z"
4009,-0.8928401563338678,-0.7482715980138362,0.15,0.1,0.0,0.2576901240909422,0.49089799943669554,3.4711185053589335,-0.0036032155729705077,0.1,-0.9999999760075932,0.4353183558181583,0.24849537983603218,"2025-07-18T18:06:39.124920Z"
4010,-0.8859834251147709,-0.7766673468468589,0.15,0.1,0.0,0.30006085153665407,0.4894013774441525,3.460529949529636,-0.0042598598767469185,0.1,-0.9999999773937712,0.4387509384788986,0.24849537983603218,"2025-07-18T18:06:39.224922Z"
